Name,Brand,Selling Price,MRP,Discount,Ratings,No_of_ratings,Details
CrossBeats Orbit Apex Super Retina AMOLED Display BT Calling 60 Sports Mode 3D Glass Smartwatch,CrossBeats,4999,9999,50% off,4.4,56 Ratings†&†33 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Watchphone Health & Medical Notifier' 'Battery Runtime: Upto 10 days' '1 Year Manufacturer Warranty subject to registration.']
Atomex Tz T500 PINK COLOR SMART WATCH WITH CALLING FUNCTION Smartwatch,Atomex,895,1999,55% off,3.6,133 Ratings†&†16 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Health & Medical Notifier Watchphone' 'Battery Runtime: Upto 3 days']
Malhotra enterprises ID116 Smartwatch,Malhotra,450,1549,70% off,3.2,280 Ratings†&†24 Reviews,['With Call Function' 'Touchscreen' 'Watchphone']
GADGETSZONE i8 Pro Max new Smart Watch full screen Series 8 For Men & Women Smartwatch,GADGETSZONE,819,2999,72% off,3.4,17 Ratings†&†2 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Health & Medical Notifier Safety & Security Watchphone' 'Battery Runtime: Upto 5 days']
AYANSHENTRPRISE ID116 Smartwatch,AYANSHENTRPRISE,359,2799,87% off,3.3,9746 Ratings†&†649 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor']
HEALTHIN HIN02-BK phone Smartwatch,HEALTHIN,839,1399,40% off,3.5,4175 Ratings†&†466 Reviews,['With Call Function' 'Touchscreen' 'Watchphone' 'Battery Runtime: Upto 6 hrs']
SAMSUNG Galaxy Watch4 Classic Bluetooth (4.6cm),SAMSUNG,34999,37999,7% off,4.2,478 Ratings†&†45 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor' '1 Year Manufacturer Warranty']
Priyansh ID116 Smartwatch,Priyansh,445,2773,83% off,3.3,1076 Ratings†&†84 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor']
spellcell Latest T55 Smart Watch for men & women with calling function Smartwatch,spellcell,818,1999,59% off,3.5,579 Ratings†&†36 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 3 days']
Atomex Tz I8 PRO MAX SMART WATCH FOR ANDROID & IOS Smartwatch,Atomex,985,2499,60% off,3.7,80 Ratings†&†21 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Health & Medical Notifier Watchphone' 'Battery Runtime: Upto 3 days']
MindsArt Android 4G Camera Watch With Sim Card Supports Smartwatch,MindsArt,948,1299,27% off,3,8 Ratings†&†1 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Health & Medical Notifier Safety & Security Watchphone']
GARMIN Forerunner 55 GPS Smartwatch upto 2 Weeks of Battery Life PacePro Technology Smartwatch,GARMIN,18990,20990,9% off,4.3,52 Ratings†&†6 Reviews,['Track pace distance and more with built-in GPS.' 'Take guesswork out of training. This watch suggests runs tailored to you.' 'High-end running features help you meet your potential. Minus the high-end price tag.' 'Track more than just running with an array of built-in activity profiles.' 'Get up to 2 weeks of battery life. Because less charging is always a good thing' 'Fitness & Outdoor']
Hayyo A1 Smart Watch - Support SIM/Memory Card/Camera/Bluetooth/Voice Calling Smartwatch,Hayyo,999,2000,50% off,3.3,10 Ratings†&†1 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor']
Gazzet 4G A1 Black for android mobile Smartwatch,Gazzet,898,1499,40% off,3.5,3664 Ratings†&†381 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor']
"GOQii Smart Vital Plus 1.57"" HD Full Touch Smart Notification SpO2 3Month Health Coach Smartwatch",GOQii,2974,6499,54% off,3.9,86 Ratings†&†29 Reviews,['1.57 inches color display with full touch screen' 'Health coaching - 3 months free health & fitness coaching | Doctor consultation | health reward | Yoga | Home workout | Diet consultation | GOQii store' 'Body Temperature Tracker | 24x7 Heart rate Monitor | Blood Pressure Monitor | Integrated Pulse Oximeter (SpO2) | Auto Sleep tracking' 'IP68 Water/Dust resistant | Multiple customize watch faces music control camera stopwatch timer raise to wake alarms inactivity alerts | 17 mode of exercise | 7 days battery life| 1 Year Warranty' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 Year Warranty']
FIT FOREST GRACEFULLY CRAFTED I7ProMax For Men & Women (BLACK Free Size) Smartwatch,FIT,849,1999,57% off,3,4 Ratings†&†0 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 hrs']
Wireless DZ09 Smartwatch,Wireless,839,1399,40% off,3.3,1356 Ratings†&†126 Reviews,['With Call Function' 'Touchscreen' 'Watchphone' 'Battery Runtime: Upto 4 days' '1 Year  Warranty']
FOSSIL Gen 5E Smartwatch,FOSSIL,17570,18495,5% off,4,71 Ratings†&†7 Reviews,['Heart Rate and Activity tracking' 'Tethered GPS' 'Multi-day battery modes' 'Built-in speaker' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 24 hrs' '1 Year']
SMART 4G 4G Camera and Sim Card Support watch Smartwatch,SMART,895,1499,40% off,3.3,1274 Ratings†&†82 Reviews,['With Call Function' 'Touchscreen' 'Watchphone Health & Medical Notifier Fitness & Outdoor Safety & Security']
Ykarn Trades AW300/ ID116 PLUS HEART RATE SLEEP TRACKER BLUETOOTH SMART WATCH(PACK OF 1) Smartwatch,Ykarn,529,1499,64% off,4.2,5 Ratings†&†0 Reviews,['Touchscreen' 'Fitness & Outdoor']
markif DIGITAL SMART WATCH WITH SIM CARD SLOT (GOLD) Smartwatch,markif,784,2559,69% off,3.3,24 Ratings†&†0 Reviews,['With Call Function' 'Touchscreen' 'Watchphone' 'Battery Runtime: Upto 2 days']
huami Amazfit GTR 42 mm Smartwatch,huami,9999,12999,23% off,4.3,973 Ratings†&†147 Reviews,['Upto 12 Days Battery Life' '1.2 inch AMOLED Display with High Resolution 326 PPI' '5 ATM Water Resistance + Music Control + 12 Sports Modes' 'Built-in GPS + GLONASS+Actiity Tracking' '24 x 7 Continuous Heart Rate + Abnormal Heart Rate Warning' 'Sleep Monitoring + Smart Notifications + Weather Forecast' 'Touchscreen' 'Fitness & Outdoor' '1 Year Manufacturer Warranty']
GARMIN Lily Sport Smartwatch upto 5 days battery Women's Health & FitnessTracking Smartwatch,GARMIN,18990,20990,9% off,3.4,22 Ratings†&†2 Reviews,"['One small fashionable smartwatch to keep track of your important health stats.' 'See texts calls and calendar reminders on a watch that looks this good? Yeah we did that.' 'Yes this watch tracks your steps sleep stress and energy levels3.' 'Wellness comes easy with apps for yoga walking cardio mindful breathing and more.' ""Don't put life on pause. Go longer between charges with up to 5 days of battery life."" 'With Call Function' 'Touchscreen' 'Fitness & Outdoor']"
gazzet 4G Calling mobile -4G watch with bluetooth-Smartwatchs Smartwatch,gazzet,834,1299,35% off,3.1,22 Ratings†&†0 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Health & Medical Watchphone']
ZEPAD Bluetooth Camera Phone Smartwatch,ZEPAD,899,1999,55% off,3.6,301 Ratings†&†25 Reviews,['With Call Function' 'Touchscreen' 'Watchphone Notifier Fitness & Outdoor Safety & Security' 'Battery Runtime: Upto 10 hrs' 'NA']
Hawai sales i7 Pro Max Smart Watch Series 7 For Men & Women (BLACK Free Size) Smartwatch Smartwatch,Hawai,789,1999,60% off,3.4,69 Ratings†&†6 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Health & Medical Notifier Safety & Security Watchphone' 'Battery Runtime: Upto 5 days']
CHIWAY D20 Bluetooth Smartwatch Touch Screen Bluetooth Smart Watches Smartwatch,CHIWAY,519,1499,65% off,3.1,2715 Ratings†&†241 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Health & Medical Notifier Safety & Security Watchphone']
HEAVEN T55 Smartwatch,HEAVEN,930,1499,37% off,3.6,105 Ratings†&†10 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor']
GARMIN Venu 2 Plus AMOLED Display Built in Speaker & MIC Upto 9 Days Battery SPO2 Smartwatch,GARMIN,39490,50490,21% off,4.9,7 Ratings†&†1 Reviews,"[""Create or respond to text messages hands-free courtesy of your paired smartphone's voice assistant."" ""Health and wellness features give a better look at what's going on inside your body."" 'Find new ways to move your body with more than 25 preloaded sports apps.' 'Store music on the watch for phone-free listening with your wireless headphones.' 'Bright AMOLED display and up to 9 days of battery life? Yes please!' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor']"
Shop New A1 Smart Watch - Support SIM/Memory Card/Camera/Bluetooth/Voice Calling Smartwatch,Shop,999,2000,50% off,3.3,54 Ratings†&†4 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor']
TUVOK Calling Android mobile watch with Camera Smartwatch,TUVOK,935,1299,28% off,3.3,756 Ratings†&†58 Reviews,['With Call Function' 'Touchscreen' 'Watchphone Notifier Health & Medical Fitness & Outdoor']
Windsales T500 Bluetooth Calling Function Smartwatch,Windsales,745,1499,50% off,3.3,896 Ratings†&†127 Reviews,['With Call Function' 'Touchscreen' 'Watchphone Health & Medical Fitness & Outdoor Safety & Security Notifier' 'Battery Runtime: Upto 16 hrs']
BMC Bluetooth Notifier Calling Smart Band Fitness tracker Smartwatch Smartwatch,BMC,949,2999,68% off,3.6,27 Ratings†&†4 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Health & Medical Notifier Safety & Security Watchphone']
REEPUD Smart Watch Accessories with Camera Touch Screen Sim Card & SD Card Support Smartwatch,REEPUD,899,1999,55% off,3.7,61 Ratings†&†9 Reviews,['With Call Function' 'Touchscreen' 'Watchphone Notifier Fitness & Outdoor Safety & Security' 'NA']
LINCTECH Dz09 SMART WATCH FOR BOYS & GIRLS Smartwatch,LINCTECH,899,1999,55% off,3.5,256 Ratings†&†25 Reviews,['With Call Function' 'Touchscreen' 'Watchphone Notifier Health & Medical Safety & Security' 'Battery Runtime: Upto 2 days' 'NA']
FitPro T55 Series 7 Smart Watch Enabled with Bluetooth Calling and Fitness Tracker Smartwatch,FitPro,845,5999,85% off,3.5,360 Ratings†&†20 Reviews,['With Call Function' 'Touchscreen' 'Watchphone Fitness & Outdoor']
Pebble Cosmos Pro 1.7inch HD display with Bluetooth calling function Smartwatch,Pebble,3999,7999,50% off,4,2826 Ratings†&†607 Reviews,"['Bluetooth Calling: Answer and make calls with Bluetooth directly from your watch' 'Store Local Music and Use Your voice on the smartwatch to perform tasks with Google Assistant Siri etc.' ""Massive 1.7' HD LCD Display"" 'Remote Camera Control Sedentary and Hydration alerts Weather updates' 'Battery Runtime: Up to 15 days on standby 7 days normal usage and 3 days on calling' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 13 days' '1 Year Replacement Guarantee']"
Mytrack Yoga Bluetooth Call Voice Assistance Multi Face Whatsapp Incoming Smartwatch,Mytrack,1615,7995,79% off,3.8,171 Ratings†&†12 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Watchphone' 'Battery Runtime: Upto 20 days' '1 Year Brand warranty']
IBS gw_190 phone Smartwatch,IBS,901,1999,54% off,3.3,281 Ratings†&†43 Reviews,['With Call Function' 'Touchscreen' 'Watchphone']
SKYRISE V8 ADVANCE Smartwatch,SKYRISE,1299,2499,48% off,3.3,177 Ratings†&†35 Reviews,['With Call Function' 'Touchscreen' 'Watchphone Notifier Health & Medical Fitness & Outdoor Safety & Security' 'Battery Runtime: Upto 24 hrs']
M-Technologies SMART WATCH Smartwatch,M-Technologies,756,2999,74% off,3.2,365 Ratings†&†20 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 18 hrs']
"Hammer Pulse Ace Pro 1.81"" Large HD Display Bluetooth calling with Multiple Sports Mode Smartwatch",Hammer,1999,4999,60% off,3.7,79 Ratings†&†8 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Hammer comes with 6 month warranty only in case of manufacturing defects. Product registration is mandatory at Hammeronline.in within 7 days of your purchase to claim the warranty. Customer Care: Email: info@hammeronline.in & Contact No: 9991108081']
Drishna Sales i7 Pro Max Smart Watch Series 7 For Men & Women (BLACK Free Size) Smartwatch Smartwatch,Drishna,799,1999,60% off,3.1,122 Ratings†&†13 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Health & Medical Notifier Safety & Security Watchphone' 'Battery Runtime: Upto 5 days']
JERK A1 CALLING WEARABLE SMARTWATCH BLACK Smartwatch,JERK,845,1299,34% off,3.2,2064 Ratings†&†166 Reviews,['With Call Function' 'Touchscreen' 'Watchphone Notifier Safety & Security Fitness & Outdoor']
Auto Ryde M6 band Smartwatch,Auto,489,999,51% off,3.3,286 Ratings†&†19 Reviews,['Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 4 days' 'NA']
MECKWELL Regular fitness band D18 Smartwatch,MECKWELL,664,999,33% off,2.1,8 Ratings†&†0 Reviews,['Touchscreen' 'Fitness & Outdoor Notifier Safety & Security Watchphone' 'NA']
Bymaya ID116 smart fitness band for unisex Smartwatch,Bymaya,419,2299,81% off,3.1,495 Ratings†&†23 Reviews,['Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 15 days' '7 days']
CHIWAY ID-116 Plus Bluetooth Smart Fitness Watch with Active Heart Rate Activity Smartwatch,CHIWAY,399,1299,69% off,3.3,7273 Ratings†&†511 Reviews,['Touchscreen' 'Fitness & Outdoor Health & Medical Notifier Safety & Security Watchphone' 'Battery Runtime: Upto 2 days']
Shree Sangarah ID116 Smartwatch,Shree,425,1674,74% off,3.1,339 Ratings†&†20 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 6 hrs' '**ALERT NOTE: Other sellers are selling this same product by copying our brand name Shree Sangarah and providing cheap quality at cheap prices . Please make sure that you select Shree Sangarah seller name before placing your order as we ensure quality and original product before delivering them. Please select Shree Sangarah by clicking view more sellers as we got lots of customer complaints who ordered from other seller regarding cheap product quality.']
SMART 4G SMART ANDROID 4G CALLING MOBILE WATCH Smartwatch,SMART,990,1499,33% off,3.3,533 Ratings†&†27 Reviews,['With Call Function' 'Touchscreen' 'Notifier Watchphone Health & Medical Fitness & Outdoor Safety & Security']
GIONEE UFIT 6 Smartwatch,GIONEE,3099,6999,55% off,2.9,14 Ratings†&†0 Reviews,['Touchscreen' 'Fitness & Outdoor Health & Medical Notifier Safety & Security Watchphone' 'Battery Runtime: Upto 15 days' '1 Year Warranty on Smartwatch and 6 Months Warranty on Strap']
CrossBeats IGNITE CRUX 1.69 HD Display Spo2 & HR monitoring 200+ Watch Faces Smartwatch,CrossBeats,1799,7999,77% off,3.5,16 Ratings†&†2 Reviews,['1.69 HD Display | 200+ watch Faces.*Heart rate Accelerometer SpO2 Multi-motion activity Touch sensor Light sensor. *Notifications - Get Notification from Facebook WhatsApp Instagram E mail. Fitness - yoga Sleeping Running Walking Cycling Basket Ball Football & More.*Slim & Lightweight.*Battery Runtime - Up to 11 days.' 'Touchscreen' 'Health & Medical Notifier Watchphone' 'Battery Runtime: Upto 10 days' '12 Months manufacturer warranty subject to registration.']
Pebble Cosmos Pro 1.7inch HD LCD display with Bluetooth calling function Smartwatch,Pebble,3999,7999,50% off,4,2826 Ratings†&†607 Reviews,"['Bluetooth Calling: Answer and make calls with Bluetooth directly from your watch' 'Store Local Music and Use Your voice on the smartwatch to perform tasks with Google Assistant Siri etc.' ""Massive 1.7' HD LCD Display"" 'Remote Camera Control Sedentary and Hydration alerts Weather updates' 'Battery Runtime: Up to 15 days on standby 7 days normal usage and 3 days on calling' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 13 days' '1 Year Replacement Guarantee']"
DEEP GLOBAL DZ09 Fitness Smartwatch,DEEP,849,1399,39% off,3.4,143 Ratings†&†20 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor' '6 Months Warranty for Manufacturing Defects']
FitPro T500 Smart Watch with Bluetooth Calling Fitness Tracker Steps Counter Smartwatch,FitPro,746,1999,62% off,3.2,62 Ratings†&†2 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 8 hrs' 'NO']
FitPro T55 Dual Belt Heart Rate ECG Smartwatch Smartwatch,FitPro,845,4999,83% off,3.3,479 Ratings†&†44 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Watchphone Health & Medical' 'Battery Runtime: Upto 24 hrs' 'NO']
Beewear 100%New Arrival Smart Health Tracker Watch Compatible With All Smartphones Smartwatch,Beewear,499,1999,75% off,3.2,3459 Ratings†&†182 Reviews,['With Call Function' 'Touchscreen' 'Watchphone']
SMART 4G 4G Camera and Sim Card Support watch Smartwatch,SMART,997,1499,33% off,3.3,1274 Ratings†&†82 Reviews,['With Call Function' 'Touchscreen' 'Watchphone Notifier Health & Medical Fitness & Outdoor Safety & Security']
GARMIN Venu Sq Music Smartwatch Advanced Sleep Monitoring Upto 6 Days Battery SPO2 Smartwatch,GARMIN,20990,25990,19% off,4.4,21 Ratings†&†0 Reviews,"[""On-the-wrist health and wellness monitoring doesn't get more thorough than this."" 'Leave the phone at home. Your favorite music and playlists are right on your watch.' 'Run walk bike golf - choose from more than 20 preloaded sports apps.' 'Let the watch plan workouts for you including yoga strength cardio even Pilates.' 'Bright color display and up to 6 days of battery life? Yep - two more reasons to love this watch.' 'With Call Function' 'Touchscreen' 'Notifier Fitness & Outdoor' 'Battery Runtime: Upto 6 days' '1 year']"
IBS gw_135 phone Smartwatch,IBS,901,1999,54% off,3.3,281 Ratings†&†43 Reviews,['With Call Function' 'Touchscreen' 'Watchphone']
nkk ID 116 FIT PRO Smartwatch (Black Strap SMALL) Smartwatch,nkk,485,1999,75% off,3.5,13 Ratings†&†1 Reviews,['Touchscreen' 'Fitness & Outdoor Health & Medical Notifier Safety & Security Watchphone']
MindsArt T500 M.I Watch With Bluetooth Connectivity Functions Smartwatch,MindsArt,749,1499,50% off,3.5,544 Ratings†&†69 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Health & Medical Notifier Safety & Security Watchphone' 'Battery Runtime: Upto 12 hrs']
Emmqura ID-116 Fitness Frequency Monitor Band Smartwatch,Emmqura,499,1262,60% off,3.4,82 Ratings†&†5 Reviews,['With Call Function' 'Touchscreen' 'Health & Medical Fitness & Outdoor']
IBS gw_114 phone Smartwatch,IBS,901,1999,54% off,3.3,281 Ratings†&†43 Reviews,['With Call Function' 'Touchscreen' 'Watchphone']
TXOR LEXY 35mm Screen with SPO2 and BP Monitor Round Smartwatch,TXOR,719,1499,52% off,2.7,601 Ratings†&†37 Reviews,['Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 8 days' 'NA']
Lastpoint 4G Camera and Sim Card Support watch Smartwatch,Lastpoint,798,1499,46% off,3.2,1748 Ratings†&†151 Reviews,['With Call Function' 'Touchscreen' 'Watchphone Health & Medical Notifier Safety & Security Fitness & Outdoor' 'Battery Runtime: Upto 18 hrs']
SCHN T500 Fitness Smartwatch For all Smartphones Smartwatch,SCHN,749,1499,50% off,3.3,7 Ratings†&†0 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor']
FOSSIL Q Venture Smartwatch,FOSSIL,19999,21995,9% off,3.8,51 Ratings†&†2 Reviews,['Android Wear 2.0' 'Activity Tracking Sleep Tracking Calorie Count' 'Notifications - Call Text Alarm Calendar Email Social Media' 'Wireless Charging' 'LED Flashlight' 'Auto Update Time and Date' 'Customisable Watch Faces' 'Interchangeable Watch Bands' 'Touchscreen' 'Notifier' 'Battery Runtime: Upto 24 hrs' '2 Years Warranty']
SMART DZ Notifier Health Smartwatch,SMART,999,1999,50% off,3.3,286 Ratings†&†34 Reviews,['With Call Function' 'Touchscreen' 'Watchphone Notifier Health & Medical Fitness & Outdoor']
IBS gw_219 phone Smartwatch,IBS,901,1999,54% off,3.3,281 Ratings†&†43 Reviews,['With Call Function' 'Touchscreen' 'Watchphone']
GARMIN Forerunner 745 GPS Multisport Watch Training Stats Advanced Running Dynamics Smartwatch,GARMIN,34990,51990,32% off,5,5 Ratings†&†1 Reviews,['Swim bike run tri - do it all with preloaded activity profiles.' 'Performance Monitoring\nObsessed with stats? This watch is too. Get VO2 max training load and more at your fingertips.' 'Workouts\nGet daily workout suggestions just for you based on your recent training.' 'Music\nThe right tunes are essential. Sync your favorite music right to your watch.' 'Battery\nHave enough juice for any race. Get up to 6 hours in GPS mode with music.' 'With Call Function' 'Fitness & Outdoor Notifier' 'Battery Runtime: Upto 7 days' '1 year']
Autofasters T500 Bluetooth Calling Function Smartwatch,Autofasters,899,3999,77% off,3.1,271 Ratings†&†38 Reviews,['With Call Function' 'Touchscreen' 'Watchphone Health & Medical Fitness & Outdoor Safety & Security Notifier' 'Battery Runtime: Upto 16 hrs']
FitPro SMART T55 CALLING WATCH WITH 44MM BRIGHT DISPLAY AND 2 TYPE OF STRAP Smartwatch,FitPro,844,6299,86% off,3.4,913 Ratings†&†72 Reviews,['With Call Function' 'Touchscreen' 'Health & Medical' 'Battery Runtime: Upto 15 days']
GARMIN Instinct Solar Rugged Outdoor Smartwatch Multi GNSS TracBack ABC Sensor Smartwatch,GARMIN,34990,41490,15% off,4.3,18 Ratings†&†2 Reviews,['Experience unprecedented battery life with solar charging.' 'Military standard toughness lets you play rough without worry.' 'GPS GLONASS and Galileo. Your 3 best friends in the wild.' 'Train smarter with built-in sports apps right on your wrist.' 'Do more. Charge less. Get up to 54 days in smartwatch mode.' 'With Call Function' 'Fitness & Outdoor Notifier' 'Battery Runtime: Upto 45 days' '2 year']
GPQ STORE GPQ STORE ID116 Advance Sleep Monitor Step Count Smart Watch (A28) Smartwatch,GPQ,499,1999,75% off,3.5,38 Ratings†&†8 Reviews,['Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 24 hrs' '**ALERT NOTE: Other sellers are selling this same product by copying our brand name GPQ STORE and providing cheap quality at cheap prices . Please make sure that you select GPQ STORE seller name before placing your order as we ensure quality and original product before delivering them. Please select GPQ STORE by clicking view more sellers as we got lots of customer complaints who ordered from other seller regarding cheap product quality.']
Realme Classic Watch,Realme,4799,6999,31% off,4,82483 Ratings†&†10047 Reviews,['3.5 cm (1.4 inch) Large Color Touch Screen' 'Real Time Heart Rate Monitor | Blood Oxygen Level Monitor (SpO2) | Intelligent Activity Tracker (14 Sports Modes) | IP68 Water Resistant' 'Smart Notifications for SMS Calls WhatsApp and Other Apps' 'Upto 9 Day Battery Life' 'Smart Connect - Control Your Phone Camera and Music from Your Watch' 'Realme Link App - Get All Your Fitness Data on Your Phone Seamlessly (Only for Android)' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 9 days' '1 Year Manufacturer Warranty']
AYANSHENTRPRISE ID116 Smartwatch,AYANSHENTRPRISE,449,2999,85% off,3.3,9746 Ratings†&†649 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor']
AeoFit Polaris Pro Bluetooth Calling Smartwatch,AeoFit,2499,5299,52% off,3.7,233 Ratings†&†20 Reviews,['1.28 inch Full touch display' 'Compatible with Andriod and iOS' 'Battery Usage Runtime upto 5 days' 'Bluetooth call and music support' 'Blood Oxygen (SpO2) monitor' 'Heart rate Blood pressure and Sleep monitor' 'Sports Mode: Walking Running Climbing' 'Swimming cycling etc' 'IP67 Water resistant' 'Alarm Stop watch Timer Pedometer Low battery reminder' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor Notifier Health & Medical' 'Battery Runtime: Upto 5 days' '1 Year Manufacturer Defects Warranty']
WONDERWORLD ÆDz09 All in 1 Unlocked Watch Cell Phone Smartwatch,WONDERWORLD,819,1399,41% off,3.4,294 Ratings†&†14 Reviews,['With Call Function' 'Touchscreen' 'Watchphone Notifier Safety & Security Fitness & Outdoor Health & Medical' 'Wonder World 1Ñ¢ year Replacement Warrenty']
HiWatch watch Smartwatch,HiWatch,1139,5999,81% off,3.3,8 Ratings†&†0 Reviews,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Health & Medical Notifier Watchphone']
